TimeStep,ID,Latitude,Longitude,Altitude,SignalStrength,CurrentBasestation,finished,Trajectory
649,959864457,43.0375444,-76.1558247,4,136.3828782,1,2,1
649,1326502545,43.0713533,-76.146727,4,130.9264165,3,1,-1
649,749448903,43.0354525,-76.1382686,4,130.61994,1,2,1
649,113371552,43.0170694,-76.1593634,4,999,-1,1,-1
649,1255329039,43.0306796,-76.1209307,4,137.3195735,8,1,-1
649,724554501,43.0055658,-76.1395325,4,130.8572448,0,1,-1
650,1555591602,43.0483353,-76.1347115,4,110.0541937,1,1,-1
650,150677704,43.0267529,-76.188243,4,136.1509084,6,1,-1
650,1708706542,43.0124476,-76.1746326,4,131.5809554,6,2,1
650,1247890606,43.0335835,-76.1382178,4,132.6386806,1,2,1
650,1053069655,43.0347805,-76.154952,4,999,-1,2,1
650,998966060,43.0287075,-76.1413258,4,137.0821243,1,2,1
650,203254937,43.0338605,-76.1417356,4,999,-1,2,1
650,866284381,43.0391482,-76.231492,4,133.8523038,4,1,-1
650,1281444750,43.0357676,-76.1312315,4,999,-1,2,1
650,1608397238,43.0355132,-76.1342818,4,130.4333892,1,2,1
650,113371552,43.0169731,-76.1591857,4,999,-1,1,-1
650,1326502545,43.071316,-76.1465119,4,130.756222,3,1,-1
650,1455032004,43.0496208,-76.208662,4,134.4612378,9,1,-1
650,967587179,43.0769569,-76.1559945,4,134.2306229,7,1,-1
650,268369342,43.0417058,-76.1210626,4,131.3712309,1,1,-1
650,844984791,43.0406612,-76.2083158,4,999,-1,1,-1
650,1223737560,43.0330113,-76.0720402,4,999,-1,1,-1
650,771271574,43.0305373,-76.1571637,4,139.8451019,1,1,-1
650,1173542147,43.0322423,-76.0417651,4,999,-1,1,-1
650,1284625420,43.0355674,-76.1396651,4,130.743025,1,2,1
650,1830320139,43.0263579,-76.0637911,4,139.1850942,2,1,-1
651,965961538,43.0357872,-76.1278752,4,131.7653011,1,2,1
651,743375293,43.0705111,-76.1731928,4,109.9875338,7,1,-1
651,113371552,43.0168768,-76.1590082,4,999,-1,1,-1
651,1708706542,43.0124419,-76.1746558,4,131.561297,6,2,1
651,1546611680,43.0360665,-76.1339005,4,999,-1,2,1
651,921479773,43.038491,-76.1329451,4,126.60118,1,2,1
651,2143721867,43.0514123,-76.2150347,4,130.3156427,9,1,-1
651,1720070637,43.0582912,-76.1862266,4,999,-1,1,-1
651,1173542147,43.0322156,-76.0419829,4,999,-1,1,-1
651,1762911916,43.0407543,-76.2352086,4,136.0957068,4,1,-1
651,203254937,43.033845,-76.1417378,4,132.9965394,1,2,1
651,497924027,43.0630318,-76.1662362,4,124.5016338,7,1,-1
651,500519971,43.0342892,-76.1294333,4,132.68193,1,2,1
651,1692566976,43.0346894,-76.1429523,4,132.5415856,1,2,1
651,771271574,43.0304963,-76.1569501,4,139.7971226,1,1,-1
651,410348847,43.0337926,-76.1591428,4,999,-1,2,1
651,1608397238,43.0354953,-76.1342797,4,130.4549892,1,2,1
651,101299624,43.054786,-76.1381269,4,127.7375633,1,1,-1
651,1223737560,43.0329629,-76.0722511,4,132.0939005,2,1,-1
651,2092071853,43.0208897,-76.063825,4,999,-1,1,-1
651,868896630,43.0324597,-76.1297845,4,134.1326885,1,2,1
652,990586288,43.0310928,-76.1435213,4,135.69375,1,2,1
652,1223737560,43.0329145,-76.0724618,4,131.9840699,2,1,-1
652,340231443,43.0258427,-76.0466311,4,999,-1,1,-1
652,998966060,43.0286956,-76.1412795,4,137.0849566,1,2,1
652,1823250728,43.0375957,-76.1310047,4,128.5500682,1,2,1
652,994228838,43.0385241,-76.1798892,4,999,-1,1,-1
652,1053069655,43.0347658,-76.1549074,4,137.1588629,1,2,1
652,500519971,43.0342761,-76.1294241,4,132.6967504,1,2,1
652,2126335243,43.0374518,-76.152534,4,134.7562541,1,1,-1
652,158489468,43.0243583,-76.1655401,4,999,-1,2,1
652,965961538,43.0357702,-76.127856,4,131.7889197,1,2,1
652,2087027012,43.0326181,-76.0498331,4,999,-1,1,-1
652,150677704,43.0264289,-76.1882501,4,135.8980159,6,1,-1
652,868896630,43.0324474,-76.1297711,4,999,-1,2,1
652,165698229,43.0420491,-76.1483368,4,129.5698966,1,1,-1
652,959864457,43.0375002,-76.1558,4,136.3883049,1,2,1
652,1692566976,43.0346733,-76.1429461,4,132.5546778,1,2,1
652,1281444750,43.0357406,-76.1312339,4,130.7095753,1,2,1
652,684753531,43.037709,-76.1344164,4,127.4856134,1,2,1
652,268918200,43.0465954,-76.2530662,4,999,-1,1,-1
652,1455032004,43.0496231,-76.2082201,4,134.6401357,9,1,-1
653,1606249253,43.0400438,-76.1924537,4,999,-1,1,-1
653,501361330,43.0331697,-76.1338269,4,133.0067818,1,2,1
653,1281444750,43.0357272,-76.1312351,4,130.7243818,1,2,1
653,802266449,43.0096485,-76.1886186,4,104.5753273,6,1,-1
653,158489468,43.024347,-76.1655584,4,999,-1,2,1
653,1223737560,43.032866,-76.0726726,4,131.8747463,2,1,-1
653,1555591602,43.04798,-76.1342591,4,108.8768841,1,1,-1
653,473186041,43.0335798,-76.1329684,4,132.6853826,1,2,1
653,1173542147,43.0321621,-76.0424186,4,999,-1,1,-1
653,123026576,43.0280313,-76.0823646,4,999,-1,1,-1
653,1255329039,43.0302193,-76.1203088,4,136.865655,8,1,-1
653,1975941981,43.0178779,-76.1598008,4,999,-1,1,-1
653,771044917,43.0435727,-76.2240379,4,136.5975009,4,1,-1
653,923988192,43.0340409,-76.1560897,4,999,-1,2,1
653,9957479,43.073496,-76.1738985,4,121.0885869,7,1,-1
653,1257858182,43.0247969,-76.0960522,4,133.0644278,8,1,-1
653,844984791,43.0405659,-76.207666,4,137.5741159,4,1,-1
653,868896630,43.0324351,-76.1297577,4,134.2708325,1,2,1
653,1728781563,43.0245579,-76.1111131,4,129.0358614,8,2,1
653,500519971,43.0342627,-76.1294143,4,132.7119959,1,2,1
653,1926406738,43.0692633,-76.1753202,4,111.3683807,7,1,-1
654,965961538,43.0357378,-76.1278179,4,999,-1,2,1
654,2143721867,43.051451,-76.214374,4,999,-1,1,-1
654,2087027012,43.0325516,-76.0502654,4,999,-1,1,-1
654,743375293,43.0702095,-76.1726727,4,118.9918378,7,1,-1
654,1467072451,43.0265748,-76.1804814,4,137.0064802,6,1,-1
654,340231443,43.0257282,-76.0470443,4,999,-1,1,-1
654,20782644,43.0437884,-76.205348,4,138.9749254,9,1,-1
654,771044917,43.0435372,-76.2238223,4,136.5715325,4,1,-1
654,209603302,43.0047497,-76.1387454,4,129.643202,0,1,-1
654,1534597170,43.0355404,-76.1371012,4,999,-1,2,1
654,2126335243,43.0371513,-76.1523686,4,134.8224661,1,1,-1
654,733728380,43.06568,-76.1740822,4,113.9011114,7,1,-1
654,473186041,43.0335602,-76.132974,4,132.704248,1,2,1
654,998966060,43.0286838,-76.1412332,4,137.0878393,1,2,1
654,203254937,43.0337988,-76.1417445,4,999,-1,2,1
654,847341877,43.0588417,-76.1589479,4,133.430995,7,1,-1
654,158489468,43.0243356,-76.1655765,4,999,-1,2,1
654,1053069655,43.0347512,-76.1548627,4,137.1473719,1,2,1
654,410348847,43.0337725,-76.1590744,4,999,-1,2,1
654,1173542147,43.0321353,-76.0426364,4,999,-1,1,-1
654,1728781563,43.0245409,-76.1111051,4,129.0118798,8,2,1
654,807008945,43.0343975,-76.1321951,4,131.9609495,1,2,1
655,1823250728,43.0375567,-76.1309774,4,128.6105149,1,2,1
655,1728781563,43.0245239,-76.1110969,4,128.9878829,8,2,1
655,189260638,43.0344375,-76.143729,4,133.0148493,1,2,1
655,76250071,43.0202863,-76.1091782,4,121.2126033,8,1,-1
655,2017403124,43.0082187,-76.1365522,4,139.6405849,8,1,-1
655,1692566976,43.034625,-76.1429276,4,132.593931,1,2,1
655,1053069655,43.0347439,-76.1548403,4,137.1416151,1,2,1
655,1830320139,43.0260842,-76.0648303,4,138.9289659,2,1,-1
655,868896630,43.0324106,-76.1297312,4,134.2969715,1,2,1
655,921479773,43.0378538,-76.1327839,4,127.3608804,1,1,-1
655,2075248764,43.0423418,-76.1911323,4,999,-1,1,-1
655,1606249253,43.039971,-76.1920232,4,999,-1,1,-1
655,1534597170,43.0355292,-76.1371203,4,130.399757,1,2,1
655,501361330,43.0331326,-76.133827,4,133.0431153,1,2,1
655,540883856,43.0749665,-76.1774487,4,125.8211307,7,1,-1
655,998966060,43.0286779,-76.1412101,4,137.0892996,1,2,1
655,1281444750,43.0356986,-76.1312369,4,130.7558714,1,2,1
655,807008945,43.0343845,-76.1321797,4,131.9771252,1,2,1
655,967587179,43.076784,-76.1549148,4,134.7183517,7,1,-1
655,1720070637,43.0576441,-76.1862738,4,134.5307693,7,1,-1
655,965961538,43.0357216,-76.1277988,4,131.8568002,1,2,1
656,2087027012,43.0324849,-76.0506977,4,999,-1,1,-1
656,1606249253,43.0399345,-76.191808,4,999,-1,1,-1
656,847341877,43.0588866,-76.1585103,4,133.6172765,7,1,-1
656,2017403124,43.0080592,-76.1365129,4,139.6531668,8,1,-1
656,994228838,43.0383606,-76.1790342,4,999,-1,1,-1
656,113371552,43.0163933,-76.1581223,4,999,-1,1,-1
656,2126335243,43.0368507,-76.1522037,4,134.8941612,1,1,-1
656,1135331308,43.0327617,-76.1255689,4,135.0717011,1,2,1
656,20782644,43.0437122,-76.2049185,4,139.1244618,9,1,-1
656,1455032004,43.0496275,-76.2073365,4,135.0011973,9,1,-1
656,771271574,43.0302906,-76.155882,4,139.5629454,1,1,-1
656,123026576,43.0279209,-76.0830098,4,131.7264172,2,1,-1
656,802266449,43.0092195,-76.1889297,4,115.3016457,6,1,-1
656,150677704,43.0257809,-76.1882643,4,135.3771261,6,1,-1
656,373889326,43.0129028,-76.1544314,4,999,-1,1,-1
656,771044917,43.0434662,-76.2233912,4,136.5226783,4,1,-1
656,1546611680,43.0359519,-76.1339362,4,129.9352939,1,2,1
656,1043013930,43.0220388,-76.0966397,4,130.5258621,8,2,1
656,203254937,43.0337675,-76.1417494,4,133.0713813,1,2,1
656,1829096228,43.0708926,-76.1673719,4,118.2694221,7,1,-1
656,923988192,43.0340129,-76.1560225,4,999,-1,2,1
657,410348847,43.0337526,-76.159006,4,139.1492751,1,2,1
657,1823250728,43.0373665,-76.1300965,4,129.1954847,1,2,1
657,500519971,43.0342091,-76.1293739,4,132.7731333,1,2,1
657,1455032004,43.0496287,-76.2071155,4,135.0919835,9,1,-1
657,9957479,43.0729247,-76.1734813,4,119.4472967,7,1,-1
657,268918200,43.0461978,-76.2521038,4,999,-1,1,-1
657,113371552,43.0162963,-76.1579455,4,999,-1,1,-1
657,2075248764,43.0422581,-76.1907056,4,999,-1,1,-1
657,209603302,43.004273,-76.138616,4,129.1744338,0,1,-1
657,1326502545,43.0710542,-76.1450067,4,129.5165841,3,1,-1
657,866284381,43.0387274,-76.2300562,4,133.1189807,4,1,-1
657,1534597170,43.0355068,-76.1371587,4,130.429765,1,2,1
657,101299624,43.0540544,-76.1372539,4,999,-1,1,-1
657,1608397238,43.0353879,-76.1342667,4,130.5838141,1,2,1
657,473186041,43.0335015,-76.1329909,4,132.7607048,1,2,1
657,802714302,43.0292978,-76.1145902,4,134.8032793,8,1,-1
657,847341877,43.058909,-76.1582914,4,138.9887446,1,1,-1
657,1830320139,43.0259744,-76.0652459,4,138.8294028,2,1,-1
657,733728380,43.0652631,-76.1737412,4,115.035986,7,1,-1
657,2017403124,43.0078997,-76.1364742,4,131.0317475,0,1,-1
657,1467072451,43.0263832,-76.1798725,4,137.0135324,6,1,-1
658,1326502545,43.0710167,-76.1447917,4,129.3324641,3,1,-1
658,268369342,43.0424136,-76.1195821,4,132.1942068,1,1,-1
658,844984791,43.0404067,-76.2065831,4,999,-1,1,-1
658,959864457,43.0374137,-76.1557506,4,136.3986286,1,2,1
658,847341877,43.0589315,-76.1580726,4,138.9173481,1,1,-1
658,733728380,43.0651241,-76.1736276,4,115.4331081,7,1,-1
658,540883856,43.0748838,-76.1767953,4,139.8189784,7,1,-1
658,1062290486,43.0245837,-76.1720227,4,138.2582868,6,2,1
658,1043013930,43.0220259,-76.0966855,4,130.485142,8,2,1
658,1173542147,43.0320281,-76.0435077,4,999,-1,1,-1
658,268918200,43.0461182,-76.2519115,4,999,-1,1,-1
658,150677704,43.0254569,-76.1882713,4,135.1087217,6,1,-1
658,1722508666,43.0207027,-76.183795,4,131.3150644,6,2,1
658,710377992,43.0362331,-76.0558415,4,999,-1,1,-1
658,1467072451,43.0263192,-76.1796696,4,137.0179133,6,1,-1
658,1555591602,43.0473861,-76.1335079,4,108.2782903,1,1,-1
658,2143721867,43.0515026,-76.2134931,4,130.8545623,9,1,-1
658,158489468,43.0242899,-76.1656488,4,999,-1,2,1
658,500519971,43.0341958,-76.1293637,4,132.7883582,1,2,1
658,165698229,43.0411704,-76.1477698,4,129.5962787,1,1,-1
658,501361330,43.0330768,-76.1338264,4,133.097678,1,2,1
658,807008945,43.0343453,-76.1321349,4,132.025621,1,2,1
659,847341877,43.058954,-76.1578538,4,133.8998027,7,1,-1
659,994228838,43.0382376,-76.1783931,4,999,-1,1,-1
659,2087027012,43.0323847,-76.051346,4,999,-1,1,-1
659,1720070637,43.0569969,-76.1863209,4,134.959805,7,1,-1
659,268918200,43.0460385,-76.2517191,4,999,-1,1,-1
659,2092071853,43.0205213,-76.0655187,4,999,-1,1,-1
659,1975941981,43.0174216,-76.158631,4,999,-1,1,-1
659,123026576,43.0278098,-76.0836548,4,139.745876,8,1,-1
659,203254937,43.0337197,-76.1417572,4,133.1174534,1,2,1
659,1165901898,43.0648148,-76.131753,4,999,-1,1,-1
659,965961538,43.0356547,-76.1277336,4,131.9445627,1,2,1
659,1823250728,43.0373232,-76.1299775,4,129.2960948,1,2,1
659,158489468,43.0242785,-76.1656669,4,999,-1,2,1
659,373889326,43.0128096,-76.1550815,4,999,-1,1,-1
659,340231443,43.0254413,-76.0480769,4,999,-1,1,-1
659,743375293,43.0697061,-76.171807,4,102.9308485,7,1,-1
659,1062290486,43.024574,-76.172003,4,138.2601278,6,2,1
659,868896630,43.0323612,-76.1296849,4,134.3482056,1,2,1
659,2126335243,43.0363996,-76.1519571,4,135.0115778,1,1,-1
659,1173542147,43.0320012,-76.0437255,4,999,-1,1,-1
659,165698229,43.0410238,-76.1476756,4,129.6126134,1,1,-1
660,1534597170,43.0354731,-76.1372162,4,130.4747873,1,2,1
660,1165901898,43.0647365,-76.1315596,4,127.9590247,3,1,-1
660,2092071853,43.020475,-76.0657303,4,999,-1,1,-1
660,113371552,43.0160045,-76.1574157,4,999,-1,1,-1
660,2087027012,43.0323512,-76.0515621,4,999,-1,1,-1
660,990586288,43.0309557,-76.1434609,4,135.7842846,1,2,1
660,1823250728,43.0373327,-76.129894,4,999,-1,2,1
660,1455032004,43.049632,-76.2064528,4,135.3651927,9,1,-1
660,1720070637,43.0568351,-76.1863326,4,135.0663558,7,1,-1
660,1255329039,43.0294052,-76.1192324,4,136.0314444,8,1,-1
660,1247890606,43.033452,-76.1382421,4,132.7727372,1,2,1
660,410348847,43.0336936,-76.1587486,4,139.0772952,1,2,1
660,209603302,43.0037959,-76.1384895,4,128.7056521,0,1,-1
660,497924027,43.0617989,-76.165174,4,126.9963419,7,1,-1
660,1173542147,43.0319743,-76.0439433,4,999,-1,1,-1
660,1326502545,43.0709414,-76.1443617,4,128.9588934,3,1,-1
660,268369342,43.0425921,-76.1192134,4,132.4047457,1,1,-1
660,1722508666,43.0206668,-76.1837972,4,131.2776522,6,2,1
660,733728380,43.064846,-76.1734008,4,116.2395198,7,1,-1
660,150677704,43.0251329,-76.1882782,4,134.8347186,6,1,-1
660,994228838,43.0381965,-76.1781795,4,999,-1,1,-1
661,1823250728,43.0373386,-76.1298339,4,129.3377627,1,2,1
661,733728380,43.0647069,-76.1732874,4,116.6447453,7,1,-1
661,76250071,43.0196996,-76.1102342,4,133.8864041,8,1,-1
661,1720070637,43.0566733,-76.1863443,4,135.1725949,7,1,-1
661,967587179,43.0765752,-76.1536196,4,135.3040956,7,1,-1
661,1247890606,43.0334386,-76.1382449,4,132.786308,1,2,1
661,802714302,43.0287544,-76.1141089,4,134.2528997,8,1,-1
661,1255329039,43.029288,-76.1190799,4,135.90782,8,1,-1
661,1165901898,43.0646579,-76.1313663,4,128.0772503,3,1,-1
661,2143721867,43.0515414,-76.2128324,4,131.1119464,9,1,-1
661,1135331308,43.0326666,-76.1255289,4,135.1535114,1,2,1
661,1722508666,43.0206488,-76.1837983,4,131.2589081,6,2,1
661,1223737560,43.0324759,-76.0743576,4,131.0258822,2,1,-1
661,847341877,43.0589991,-76.1574162,4,138.7033209,1,1,-1
661,807008945,43.0343062,-76.1320896,4,132.0739043,1,2,1
661,2075248764,43.0420901,-76.1898521,4,999,-1,1,-1
661,994228838,43.0381554,-76.1779658,4,999,-1,1,-1
661,500519971,43.0341554,-76.1293335,4,132.8341039,1,2,1
661,2126335243,43.0360986,-76.1517932,4,135.0961534,1,1,-1
661,1728781563,43.0244222,-76.1110476,4,128.8429777,8,2,1
661,684753531,43.0375491,-76.1344195,4,127.722578,1,2,1
662,724554501,43.0040923,-76.137482,4,128.159494,0,1,-1
662,807008945,43.0342931,-76.1320745,4,132.0899699,1,2,1
662,1534597170,43.0354507,-76.1372546,4,130.5048076,1,2,1
662,203254937,43.0336736,-76.1417638,4,133.1616231,1,2,1
662,1555591602,43.0469093,-76.1329094,4,109.2567225,1,1,-1
662,1173542147,43.0319205,-76.0443789,4,999,-1,1,-1
662,2092071853,43.0203825,-76.0661535,4,999,-1,1,-1
662,473186041,43.0334028,-76.1330161,4,132.8554533,1,2,1
662,2143721867,43.0515543,-76.2126122,4,131.2006986,9,1,-1
662,540883856,43.0747733,-76.1759242,4,138.9965627,7,1,-1
662,2017403124,43.0071005,-76.1362939,4,130.1657144,0,1,-1
662,959864457,43.0373562,-76.155718,4,999,-1,2,1
662,410348847,43.0336802,-76.158703,4,139.0656912,1,2,1
662,1762911916,43.0400401,-76.2329825,4,134.9715674,4,1,-1
662,1326502545,43.070866,-76.1439319,4,128.5782266,3,1,-1
662,1281444750,43.0354376,-76.131335,4,131.021009,1,2,1
662,421163508,43.0327795,-76.1634845,4,999,-1,2,1
662,1975941981,43.0171921,-76.158047,4,999,-1,1,-1
662,9957479,43.0722099,-76.1729611,4,117.0870501,7,1,-1
662,1062290486,43.0245448,-76.171944,4,138.265733,6,2,1
662,733728380,43.0645678,-76.1731742,4,117.0491447,7,1,-1
662,373889326,43.0127159,-76.1557315,4,999,-1,1,-1
663,2017403124,43.0069403,-76.1362607,4,129.9883027,0,1,-1
663,684753531,43.0375136,-76.1344191,4,127.774733,1,2,1
663,189260638,43.0343045,-76.1436725,4,133.1145063,1,2,1
663,410348847,43.0336735,-76.1586802,4,139.0598958,1,2,1
663,2092071853,43.0203361,-76.0663651,4,999,-1,1,-1
663,209603302,43.0033184,-76.1383659,4,128.2396686,0,1,-1
663,1173542147,43.0318935,-76.0445967,4,999,-1,1,-1
663,500519971,43.0341284,-76.1293131,4,132.8647178,1,2,1
663,923988192,43.0339471,-76.1558645,4,137.9004811,1,2,1
663,1546611680,43.0358184,-76.133944,4,130.0988213,1,2,1
663,1830320139,43.0256442,-76.0664922,4,138.5419742,2,1,-1
663,165698229,43.0404372,-76.1473,4,129.7112378,1,1,-1
663,921479773,43.0372835,-76.1329229,4,128.372428,1,2,1
663,1223737560,43.0323777,-76.0747785,4,130.8233598,2,1,-1
663,113371552,43.0157117,-76.1568869,4,999,-1,1,-1
663,1823250728,43.0373049,-76.1297779,4,129.4008465,1,2,1
663,1257858182,43.0245634,-76.0982375,4,131.8107519,8,1,-1
663,990586288,43.0309044,-76.1434382,4,135.8181486,1,2,1
663,1829096228,43.0701411,-76.1662133,4,119.393876,7,1,-1
663,743375293,43.0693025,-76.1711154,4,101.0809679,7,1,-1
663,203254937,43.0336582,-76.141766,4,133.176342,1,2,1
664,1606249253,43.0396421,-76.1900864,4,999,-1,1,-1
664,101299624,43.0531976,-76.1362406,4,139.2923331,1,1,-1
664,1284625420,43.0354094,-76.139932,4,130.9802279,1,2,1
664,1546611680,43.0357994,-76.1339447,4,999,-1,2,1
664,340231443,43.0251534,-76.049109,4,999,-1,1,-1
664,2143721867,43.0515802,-76.2121717,4,131.3821973,9,1,-1
664,959864457,43.037327,-76.1557018,4,136.4097568,1,2,1
664,1455032004,43.0496365,-76.2055691,4,135.7306241,9,1,-1
664,807008945,43.0342671,-76.1320443,4,132.122058,1,2,1
664,1326502545,43.0707904,-76.1435021,4,128.1905257,3,1,-1
664,1555591602,43.0466703,-76.132611,4,110.1005007,1,1,-1
664,623441958,43.0378985,-76.1299347,4,128.6198254,1,2,1
664,921479773,43.0372616,-76.132964,4,128.3929348,1,2,1
664,847341877,43.0590669,-76.1567598,4,134.3766279,7,1,-1
664,501361330,43.0329652,-76.1338252,4,133.2060599,1,2,1
664,998966060,43.0286242,-76.1410019,4,137.1032845,1,2,1
664,710377992,43.0359895,-76.0571245,4,139.5176685,2,1,-1
664,2092071853,43.0202897,-76.0665767,4,999,-1,1,-1
664,9957479,43.0719238,-76.1727535,4,116.0251,7,1,-1
664,1830320139,43.0255891,-76.0666998,4,999,-1,1,-1
664,1608397238,43.0352626,-76.1342507,4,130.7325371,1,2,1
664,1467072451,43.025934,-76.178453,4,137.0653339,6,1,-1
665,1165901898,43.0643421,-76.1305944,4,128.5708581,3,1,-1
665,340231443,43.0250958,-76.0493154,4,999,-1,1,-1
665,844984791,43.040183,-76.2050672,4,138.2537071,4,1,-1
665,1823250728,43.0372876,-76.1297088,4,129.4500353,1,2,1
665,807008945,43.0342541,-76.1320291,4,132.1380173,1,2,1
665,990586288,43.0308701,-76.1434233,4,135.8408033,1,2,1
665,1223737560,43.0322793,-76.0751994,4,130.6259494,2,1,-1
665,2126335243,43.0354964,-76.1514667,4,135.2795015,1,1,-1
665,749448903,43.0352862,-76.1385888,4,130.8605182,1,2,1
665,743375293,43.0691004,-76.1707699,4,101.5714535,7,1,-1
665,921479773,43.0372397,-76.1329976,4,128.415293,1,2,1
665,1608397238,43.0352448,-76.1342485,4,130.753625,1,2,1
665,684753531,43.0374782,-76.1344188,4,127.8266803,1,2,1
665,965961538,43.0355554,-76.1276693,4,132.061532,1,2,1
665,497924027,43.0611128,-76.1645865,4,128.2016245,7,1,-1
665,1728781563,43.0243546,-76.1110142,4,128.7455544,8,2,1
665,20782644,43.0433682,-76.2029865,4,139.7926762,9,1,-1
665,150677704,43.0243228,-76.1882955,4,134.1236282,6,1,-1
665,1053069655,43.0346709,-76.1546168,4,137.0845695,1,2,1
665,76250071,43.0192671,-76.1108917,4,119.5910932,8,1,-1
665,501361330,43.0329468,-76.1338244,4,133.2239256,1,2,1
666,1708706542,43.0123574,-76.1750051,4,131.262699,6,2,1
666,2017403124,43.006459,-76.1361678,4,129.4484769,0,1,-1
666,965961538,43.0355388,-76.1276585,4,132.0810295,1,2,1
666,1534597170,43.0354057,-76.1373311,4,130.5649934,1,2,1
666,501361330,43.0329283,-76.1338236,4,133.2417669,1,2,1
666,1823250728,43.0372705,-76.129689,4,999,-1,2,1
666,1326502545,43.0707147,-76.1430723,4,127.7959204,3,1,-1
666,1135331308,43.032572,-76.1254984,4,135.2316788,1,2,1
666,1728781563,43.0243377,-76.1110057,4,128.7211039,8,2,1
666,623441958,43.0378709,-76.1298998,4,128.6698402,1,2,1
666,9957479,43.0716377,-76.1725461,4,114.8834442,7,1,-1
666,771044917,43.0431102,-76.2212362,4,137.0149453,9,1,-1
666,733728380,43.064011,-76.1727217,4,118.636237,7,1,-1
666,1257858182,43.0244931,-76.0988931,4,131.4309565,8,1,-1
666,710377992,43.035908,-76.057552,4,139.3396707,2,1,-1
666,1255329039,43.0286981,-76.118323,4,135.2715816,8,1,-1
666,1555591602,43.046431,-76.1323131,4,111.0765343,1,1,-1
666,1608397238,43.0352269,-76.1342462,4,130.7747022,1,2,1
666,743375293,43.0689993,-76.1705972,4,102.1475741,7,1,-1
666,921479773,43.0372177,-76.1330312,4,128.4377387,1,2,1
666,844984791,43.040151,-76.2048507,4,138.3128521,4,1,-1
666,1829096228,43.0698183,-76.1657176,4,120.0391378,7,1,-1
667,1975941981,43.0168078,-76.1570751,4,999,-1,1,-1
667,1829096228,43.0697106,-76.1655525,4,133.9763458,7,1,-1
667,706810209,43.0683089,-76.1361381,4,123.3035195,3,1,-1
667,165698229,43.03985,-76.1469261,4,129.861164,1,1,-1
667,9957479,43.0714946,-76.1724425,4,114.2798767,7,1,-1
667,743375293,43.0688981,-76.1704246,4,102.8796562,7,1,-1
667,710377992,43.0358671,-76.0577657,4,139.2499593,2,1,-1
667,155676719,43.0507819,-76.238694,4,135.7983496,9,1,-1
667,1247890606,43.0333595,-76.1382598,4,999,-1,2,1
667,990586288,43.0308358,-76.1434084,4,135.8634112,1,2,1
667,684753531,43.0374427,-76.1344184,4,127.8784261,1,2,1
667,1720070637,43.0557025,-76.1864143,4,135.8028264,7,1,-1
667,1546611680,43.0357434,-76.133945,4,130.1900867,1,2,1
667,724554501,43.00351,-76.1367146,4,126.9602374,0,1,-1
667,771271574,43.0298337,-76.1535338,4,139.0869503,1,1,-1
667,1555591602,43.0463111,-76.1321644,4,111.5931329,1,1,-1
667,1284625420,43.0353756,-76.1399892,4,131.0307639,1,2,1
667,540883856,43.0746347,-76.1748354,4,123.7517244,7,1,-1
667,101299624,43.0528293,-76.135808,4,124.1010108,1,1,-1
667,473186041,43.0333064,-76.1330356,4,132.9480963,1,2,1
667,497924027,43.0608382,-76.164352,4,999,-1,1,-1
668,1728781563,43.024304,-76.1109888,4,128.6720672,8,2,1
668,1534597170,43.0353833,-76.1373695,4,130.5950053,1,2,1
668,637725794,43.0741983,-76.1244006,4,121.3415294,3,1,-1
668,710377992,43.0358263,-76.0579795,4,139.1597694,2,1,-1
668,1223737560,43.0321311,-76.0758304,4,130.3409154,2,1,-1
668,1062290486,43.0244865,-76.1718273,4,138.2768095,6,2,1
668,1555591602,43.0461912,-76.1320159,4,112.1198802,1,1,-1
668,500519971,43.0340588,-76.1292707,4,999,-1,2,1
668,1165901898,43.0641035,-76.1300169,4,128.9586517,3,1,-1
668,802714302,43.0277947,-76.113285,4,133.2305412,8,1,-1
668,155676719,43.0507208,-76.2384894,4,135.7361074,9,1,-1
668,2143721867,43.0516321,-76.2112908,4,131.7592094,9,1,-1
668,1257858182,43.0244461,-76.0993301,4,131.1778243,8,1,-1
668,1823250728,43.0372369,-76.1296591,4,129.5297419,1,2,1
668,749448903,43.0352549,-76.1386487,4,130.9056841,1,2,1
668,959864457,43.0372589,-76.1556698,4,136.4217307,1,2,1
668,1281444750,43.0352639,-76.1313713,4,131.2023959,1,2,1
668,771044917,43.0430388,-76.2208053,4,136.3203745,4,1,-1
668,965961538,43.0355055,-76.1276369,4,132.1199375,1,2,1
668,1255329039,43.0284604,-76.1180228,4,135.0081764,8,1,-1
668,684753531,43.0374249,-76.1344182,4,127.904223,1,2,1
668,923988192,43.03379,-76.1551841,4,137.7711323,1,1,-1
669,203254937,43.0335637,-76.1417808,4,133.2664859,1,2,1
669,158489468,43.0241645,-76.1658464,4,999,-1,2,1
669,1326502545,43.0706008,-76.1424278,4,127.19156,3,1,-1
669,209603302,43.002362,-76.1381284,4,127.3306327,0,1,-1
669,1546611680,43.0357061,-76.1339449,4,999,-1,2,1
669,994228838,43.0378255,-76.1762569,4,999,-1,1,-1
669,20782644,43.0432148,-76.202128,4,999,-1,1,-1
669,1455032004,43.0496421,-76.2044645,4,136.187502,9,1,-1
669,497924027,43.0605634,-76.1641179,4,129.0919436,7,1,-1
669,1829096228,43.0694951,-76.1652224,4,120.7421937,7,1,-1
